quarter,dong_code,dong_name,industry_code,industry_name,store_count,monthly_sales,weekday_sales,weekend_sales,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,time_00_06_sales,time_06_11_sales,time_11_14_sales,time_14_17_sales,time_17_21_sales,time_21_24_sales,male_sales,female_sales,age_10_sales,age_20_sales,age_30_sales,age_40_sales,age_50_sales,age_60_above_sales,monthly_count,weekday_count,weekend_count,mon_count,tue_count,wed_count,thu_count,fri_count,sat_count,sun_count,time_00_06_count,time_06_11_count,time_11_14_count,time_14_17_count,time_17_21_count,time_21_24_count,male_count,female_count,age_10_count,age_20_count,age_30_count,age_40_count,age_50_count,age_60_above_count,extrapolation_flag,confidence,source,lower_95,upper_95,kosis_index
20204,11440630,신수동,CS100003,일식음식점,2,61783342,61665941,117401,3286840,11001946,17965328,7168634,22084879,236676,39037,3027,0,48,57,36763070,25017136,38579414,23203928,4,403409,13926756,24458287,15626604,7368279,917,870,47,105,176,196,151,208,40,39,18,0,1,2,455,438,562,355,2,81,246,343,180,62,False,0.7110000000000001,imputed_v4,,,97.4
20204,11440700,망원2동,CS100003,일식음식점,6,1171280267,892794781,278485485,112536629,189987714,201537595,200573714,204570140,182300392,79774079,24277,5722,273951574,138176381,747583522,11538787,648645090,522635176,9221676,485209175,287537751,202707144,152940902,33663616,8820,6781,2039,1160,1329,1377,1456,1510,1309,676,23,7,2791,1303,4447,246,4768,4052,170,3934,1845,1490,1131,247,True,0.4,extrapolated_v4,,,97.4
20204,11440700,망원2동,CS100004,양식음식점,5,541720515,329072343,212648171,62223,37645009,5527893,99540414,96193068,151127510,151624394,5249,220,172096826,103142718,266332206,143294,308906448,232814067,38153,144634306,151018897,130494252,83874129,31660776,5949,4168,1780,27,774,409,1047,1161,1322,1206,4,2,2273,1042,2562,63,3440,2508,25,1838,1850,1378,649,206,False,0.7110000000000001,imputed_v4,,,97.4
20204,11440730,성산2동,CS100004,양식음식점,7,756430608,446858268,309572340,474,50696174,111601672,118291361,90357034,208722970,176760920,3966,32,273671417,136515723,331226198,15013270,448356148,308074460,51531,229832088,227193242,157872257,104438721,37042768,5709,3146,2563,3,419,741,851,831,1545,1315,3,2,1799,966,2732,205,3354,2354,21,1719,1972,1134,645,215,False,0.7110000000000001,imputed_v4,,,97.4
20211,11440555,아현동,CS100004,양식음식점,5,1043149417,675142524,368006892,57414664,162204456,107519509,165020475,174687846,244590090,131712373,3459,7614,249135631,202275263,561893019,29834429,518281288,524868128,1320905,351224963,285947677,218714738,146963652,38977480,9896,7026,2869,606,1482,1327,1693,1736,1812,1237,9,12,3009,1785,4556,522,5056,4839,80,3216,2869,2124,1265,339,True,0.4,extrapolated_v4,,,93.3
20211,11440555,아현동,CS100006,패스트푸드점,4,81585076,55847616,25737460,204402,14247715,13609974,14992261,11762669,13192372,13575681,166,6710727,32642780,14116178,28046611,68611,34894625,46690451,3853,19363692,25660343,21377320,10663855,4516010,1795,1277,517,38,300,296,341,268,285,265,2,149,610,250,768,13,791,1003,5,361,523,476,301,125,False,0.7110000000000001,imputed_v4,,,93.3
20211,11440630,신수동,CS100003,일식음식점,4,151934649,100683856,51250793,11742014,22056318,24457656,10611279,37810990,35454987,9801402,154911,2,98,1759,98371201,53406676,100670301,51264348,3,582061,34658532,63488080,28219280,24986690,832,502,329,99,107,135,85,137,161,104,39,0,1,5,492,291,556,275,1,65,214,340,125,83,False,0.7110000000000001,imputed_v4,,,93.3
20211,11440700,망원2동,CS100003,일식음식점,6,1348292991,1115172578,233120413,179325773,216981550,252663247,235242366,230953958,185728970,47397123,1031,6692,312265939,171813197,843744817,20461312,756216756,592076235,6161244,483251275,338978255,248909201,214100091,56892923,9790,7724,2065,1459,1538,1687,1496,1740,1310,557,6,9,3467,1376,4660,269,5325,4465,124,3805,2122,1818,1536,382,True,0.4,extrapolated_v4,,,93.3
20211,11440700,망원2동,CS100004,양식음식점,5,519054969,309537726,209517243,414641,84129888,63661770,89233448,53090644,109849088,118675487,3235,231,173884474,110011153,232120397,3035476,308345667,210709302,14999,134272248,161240407,117619209,79795029,26113075,5991,4161,1830,77,917,832,1076,935,1099,1053,3,4,2510,1128,2259,84,3438,2552,17,1700,1949,1410,713,199,False,0.7110000000000001,imputed_v4,,,93.3
20211,11440730,성산2동,CS100004,양식음식점,8,586320398,305368403,280951995,7232,53871623,123867993,83486417,626388,170148915,154311828,625,297,166026585,167009933,252235661,1047295,334648348,251672050,38727,198636806,162482277,127198388,80100648,17863550,4427,2321,2106,9,603,823,599,107,1263,1020,2,3,1403,1018,1905,94,2407,2020,16,1571,1243,881,528,184,False,0.7110000000000001,imputed_v4,,,93.3
20212,11440555,아현동,CS100004,양식음식점,5,1075155126,703200973,371954153,58316714,165504020,116895979,169643236,200351931,238731566,125711676,6528,3202,260635183,199466592,582827032,32216587,534518316,540636810,1430622,352753943,297564161,226211320,155090744,42104334,10128,7272,2855,594,1559,1349,1719,1900,1821,1183,10,12,3143,1699,4676,585,5109,5019,90,3302,2894,2158,1325,356,True,0.4,extrapolated_v4,,,108.0
20212,11440555,아현동,CS100006,패스트푸드점,4,89132016,59652394,29479622,32654,16361886,13604853,17588101,11798751,15335388,14410379,160,7395341,39968926,15235664,26499833,32089,37823051,51308965,2222,22048207,27772975,20460756,11899579,6948275,1921,1331,590,28,344,316,371,271,300,287,2,167,784,246,708,11,845,1075,4,392,577,492,304,149,False,0.7110000000000001,imputed_v4,,,108.0
20212,11440630,신수동,CS100003,일식음식점,4,169436867,112223486,57213381,18985218,17095954,23400465,8363583,31752436,35388618,34450592,157295,1,36,228,100594853,68684452,116113245,53323622,5,3107607,24427842,73409651,31500806,36990954,939,620,319,113,118,152,82,139,175,155,40,0,1,3,548,344,614,324,2,100,211,356,170,98,False,0.7110000000000001,imputed_v4,,,108.0
20212,11440700,망원2동,CS100003,일식음식점,8,2069061550,1662547161,406514388,259900688,308562336,342492138,343142467,368778139,311164761,135021017,3060,26720,554473369,218764330,1258324322,37469746,1180198232,888863318,13930071,760099505,484166903,411163487,319761651,79939929,11741,8995,2746,1533,1737,1833,1907,2005,1615,1108,7,11,4325,1788,5200,408,6428,5313,163,4305,2764,2219,1827,460,True,0.4,extrapolated_v4,,,108.0
20212,11440700,망원2동,CS100004,양식음식점,5,528337575,316071965,212265610,54,76866961,83140780,79439438,69361050,105180306,114348984,16128,279,196819131,98194298,228031786,5275949,332039753,196297821,39,117965896,165880864,126584418,84796429,33109926,5921,3897,2024,1,888,910,986,1033,1083,1016,4,2,2552,980,2320,60,3723,2198,3,1473,1903,1419,826,295,False,0.7110000000000001,imputed_v4,,,108.0
20212,11440730,성산2동,CS100004,양식음식점,7,786781625,493801647,292979978,1006,134755271,126954269,111355081,77566675,187076500,149072820,2801,164,278380008,136861629,369655833,1881187,472179250,314602374,26788,225861407,250567410,173489214,103965168,32871636,5843,3353,2489,4,790,827,869,720,1458,1171,4,3,1991,1015,2696,131,3376,2466,16,1676,2067,1213,658,210,False,0.7110000000000001,imputed_v4,,,108.0
20213,11440555,아현동,CS100004,양식음식점,6,1374259860,950236853,424023007,41482324,217566936,142054877,212311401,283467080,278468208,198909031,4114,5819,336151790,284134966,715648117,38315052,780199963,594059897,1669918,458804848,447042386,289875028,138587412,38280266,10359,7562,2796,453,1508,1330,1773,2042,1963,1288,10,11,3413,1715,4628,580,5296,5062,95,3384,3129,2176,1234,337,True,0.4,extrapolated_v4,,,101.7
20213,11440630,신수동,CS100003,일식음식점,5,198516047,134057951,64458095,11510571,24715221,23354154,10892438,37406245,45520784,45116630,171311,14,36,2389,129057379,69284917,133653372,64862674,3,2407303,52252393,79915801,31674749,32265795,880,544,336,84,103,123,85,142,161,178,41,0,1,6,568,261,606,274,1,84,268,325,120,79,False,0.7110000000000001,imputed_v4,,,101.7
20213,11440700,망원2동,CS100003,일식음식점,8,2088934046,1674093721,414840325,263095129,305788032,347291321,359430563,373506165,297180404,142642430,4677,28205,354064573,182399064,1492976675,59460849,1172417158,916516888,11662389,767090233,490891762,415729239,321282264,82278156,11183,8626,2557,1370,1645,1720,1869,1963,1507,1105,10,13,3339,1720,5606,493,6154,5028,152,4138,2625,2100,1707,457,True,0.4,extrapolated_v4,,,101.7
20213,11440700,망원2동,CS100004,양식음식점,5,508822329,294980402,213841927,82,74201519,65880780,80317716,73069816,109704076,105648336,6230,588,184609542,93819461,227392922,2993583,317304190,191518138,66,110822998,167807611,128477286,78492997,23221368,5794,3833,1960,2,798,872,977,967,1162,1013,3,2,2448,988,2291,59,3582,2211,4,1456,1812,1463,785,271,False,0.7110000000000001,imputed_v4,,,101.7
20213,11440730,성산2동,CS100004,양식음식점,8,685289600,352160846,333128753,7123,54376555,136413397,84808672,33701821,218871716,157110314,888,1642,171732243,180063657,332164089,1327079,424035991,261253609,21533,213228159,211932342,173170730,71792211,15144622,4729,2361,2368,9,520,813,537,426,1426,995,2,3,1457,995,2158,111,2607,2122,14,1559,1485,976,510,183,False,0.7110000000000001,imputed_v4,,,101.7
20214,11440555,아현동,CS100004,양식음식점,6,1410173600,905425111,504748488,35889214,211936385,129976630,209508322,284645977,376721637,161495431,41695,27965,318087604,270773601,772590126,48652606,701223023,708950577,5143954,480344776,424801448,285694233,163265403,50923784,10868,7840,3028,436,1596,1371,1853,2234,2124,1251,25,13,3575,1792,4852,608,5648,5219,117,3379,3247,2249,1441,432,True,0.4,extrapolated_v4,,,124.4
20214,11440585,도화동,CS100004,양식음식점,15,2158239763,2018585792,139653970,208260525,388251223,494018016,473074487,483891497,81304640,29439373,1456372,281,134070,76562,224465200,1932107276,1942688369,215551394,14405,249712542,1024658936,839395216,42022646,2436017,1884,1591,292,221,319,322,372,362,191,95,82,4,70,58,338,1329,1112,772,5,380,736,535,184,42,True,0.4,extrapolated_v4,,,124.4
20214,11440630,신수동,CS100003,일식음식점,6,182896932,121390057,61506874,2353083,24734582,19634357,12190183,35236025,48504072,40244627,612980,1,5,3416,127682866,54597661,126095588,56801343,6,347427,42948098,69302430,34293433,36005535,658,363,295,49,92,76,71,90,148,130,30,0,0,3,388,234,445,213,1,35,161,268,108,83,False,0.7110000000000001,imputed_v4,,,124.4
20214,11440700,망원2동,CS100003,일식음식점,7,1949393764,1592226054,357167710,254716091,294720875,344488462,342376081,361797049,298395197,52900006,125940,81768,448036891,225306271,1229452137,46390754,1112750411,836643353,15655503,702359624,478170902,376143642,306860926,70203165,11669,9194,2474,1633,1948,1906,1886,2029,1684,581,32,17,4066,1840,5277,434,6328,5341,227,4411,2631,2124,1824,449,True,0.4,extrapolated_v4,,,124.4
20214,11440700,망원2동,CS100004,양식음식점,5,521045040,288043233,233001807,68,55806400,63299370,80347589,77441352,123350448,120799810,2170,503,189494112,96359048,231691386,3497817,322107895,198937145,55,108139848,169195143,124824888,87667656,31217448,5847,3600,2247,2,679,831,904,987,1289,1152,2,2,2501,991,2287,60,3606,2240,4,1365,1707,1502,939,326,False,0.7110000000000001,imputed_v4,,,124.4
20214,11440730,성산2동,CS100004,양식음식점,8,875907714,493023852,382883862,419528,3542945,139004005,198747533,37761843,319513202,176918655,7543,52133,144163462,180822047,494907117,55955408,484923257,390984456,14888512,334435344,230690590,164811807,100154191,30927267,7695,4495,3199,68,284,1202,1616,783,2292,1447,16,11,1684,1584,3899,498,4139,3555,123,2831,2116,1539,832,251,False,0.7110000000000001,imputed_v4,,,124.4
20221,11440555,아현동,CS100004,양식음식점,7,1553524737,1128522367,425002369,65683803,268993166,300932291,231989217,210154230,332678499,143093528,12024,4625,382329372,288506100,833195891,49476723,764464232,789060505,5188488,545442646,430139740,295079934,219311707,58362219,8525,6265,2259,591,1333,1471,1417,1284,1496,931,13,10,2880,1483,3624,513,4303,4221,91,2951,2246,1706,1192,337,True,0.4,extrapolated_v4,,,112.1
20221,11440585,도화동,CS100004,양식음식점,15,2502349187,2131354042,370995144,314954370,398751751,536781011,460062303,441995051,168734701,181069997,7567,4250,76513,38090,570191512,1932031253,1868256456,634092730,74175,366946022,1001651998,864201465,208962164,60513360,2747,2232,514,337,414,498,487,469,293,246,24,11,138,112,992,1467,1540,1206,6,502,962,770,374,130,True,0.4,extrapolated_v4,,,112.1
20221,11440700,망원2동,CS100003,일식음식점,7,1798803895,1516871301,281932593,245498134,308234053,343162863,292047873,318960843,214491977,76408149,5657,17884,343160174,252570106,1165284270,37765802,1059028994,739774900,9568016,420806384,509184596,426023188,344641630,88580079,9452,7479,1972,1422,1560,1530,1437,1604,1245,650,10,12,3217,1510,4357,344,5362,4089,134,3011,2155,1993,1695,461,True,0.4,extrapolated_v4,,,112.1
20221,11440730,성산2동,CS100004,양식음식점,8,541981106,300230372,241750733,3646813,43416782,80072165,107731478,111828,153068815,153933222,1396,10352,134836050,166842499,212252536,28038271,277538457,264442648,6044847,223258233,134546790,99738951,66188205,12204077,5301,3267,2034,79,674,787,1082,55,1295,1325,2,9,1555,1449,2065,219,2597,2703,81,2119,1208,972,752,165,False,0.7110000000000001,imputed_v4,,,112.1
20222,11440555,아현동,CS100004,양식음식점,7,1718103896,1195097560,523006335,68359011,322439604,329595248,256304844,222914041,406872461,111618684,69656,49138,434553472,282228088,956084349,45119191,848534233,869569663,13503673,533522929,485306337,355116497,261591405,69063052,9807,7090,2716,703,1640,1626,1723,1573,1700,839,30,23,3224,1664,4311,552,4899,4907,130,3155,2604,2013,1480,422,True,0.4,extrapolated_v4,,,142.8
20222,11440585,도화동,CS100004,양식음식점,15,2292963187,1929903009,363060178,257007999,344749615,494354505,417973452,465045054,218650829,95181730,2507057,795,25731,7034,552709167,1737713400,1616797943,676165243,440613,423054177,983400357,669736503,195411139,20920395,2645,2197,447,324,425,452,476,481,354,130,138,7,52,50,693,1703,1471,1174,11,518,983,682,365,82,True,0.4,extrapolated_v4,,,142.8
20222,11440700,망원2동,CS100003,일식음식점,7,2263688961,1949635342,314053618,243366679,405603046,457549076,427488161,485824952,224991182,18865863,150344,171131,434881174,226592260,1540270474,61623577,1350599259,913089702,15166361,428573117,666850040,597830987,433394914,121873539,9888,8151,1736,1522,1695,1790,1658,1687,1080,453,31,24,3555,1625,4165,486,5330,4557,157,2502,2428,2310,1898,590,True,0.4,extrapolated_v4,,,142.8
20222,11440730,성산2동,CS100004,양식음식점,9,1026482125,530034594,496447530,8426317,68569024,208616547,149968450,26878402,345757366,218266016,1994,197034,191149956,222413623,558499191,54220324,536388955,490093170,15348221,364358734,276011249,220849358,114995302,34919259,7976,4669,3307,169,857,1401,1189,683,2162,1513,5,27,1790,1527,4076,548,4231,3745,186,3041,1831,1538,1112,266,False,0.7110000000000001,imputed_v4,,,142.8
20223,11440555,아현동,CS100004,양식음식점,7,1730127844,1192234848,537892996,58061607,327208434,333567266,275804204,222773612,448903103,63809616,63866,90530,437848729,304613429,949687942,37823346,856755053,873372790,13935745,540367284,493121072,362297327,250887851,69518562,10236,7380,2855,661,1644,1685,1836,1742,1902,762,30,28,3287,1742,4605,541,5226,5009,150,3263,2748,2118,1520,433,True,0.4,extrapolated_v4,,,147.0
20223,11440585,도화동,CS100004,양식음식점,15,2133701292,1830375058,303326234,205551406,361014494,450836958,405988163,445150899,204357288,60802081,3453003,1067,20999,5897,335660541,1794559783,1528780064,604921228,465189,394220639,957660838,597015131,177351758,6987734,2448,2025,422,290,428,395,471,429,322,110,145,8,45,50,554,1644,1327,1120,13,479,909,627,352,65,False,0.7110000000000001,imputed_v4,,,147.0
20223,11440700,망원2동,CS100003,일식음식점,7,2150602997,1946547615,204055381,286881519,376625591,448086984,386065012,442480675,126512482,83950731,151887,23085,355252536,249542520,1461689668,83943299,1276082900,874520096,10295798,444769889,653746081,523864681,402358074,115568471,8961,7602,1359,1390,1442,1506,1446,1591,889,694,34,16,3248,1366,3741,554,4773,4187,138,2237,2256,2073,1709,545,True,0.4,extrapolated_v4,,,147.0
20224,11440555,아현동,CS100004,양식음식점,6,1428220893,823280192,604940700,18865372,162040357,46283841,238781038,371921060,523263874,67065349,33455,66222,338087595,270219003,794244290,25570325,673476429,754744463,9031333,416949472,451901739,305285309,189162781,55890256,11833,8013,3820,447,1833,924,2035,2532,2974,1085,29,39,3719,2223,5347,473,5928,5905,144,3229,3762,2589,1554,552,True,0.4,extrapolated_v4,,,156.8
20224,11440585,도화동,CS100004,양식음식점,17,1714952109,1614719286,100232822,51750253,374326624,387463354,376952337,427070169,83844030,13545340,11937575,1480,29948,16527,55053744,1647912833,1380276411,334675698,34902,247927266,913527973,446547605,106809411,104950,2092,1848,244,178,405,344,385,448,259,70,142,5,50,55,346,1491,1071,1020,9,345,896,494,310,36,True,0.4,extrapolated_v4,,,156.8
20224,11440610,염리동,CS100003,일식음식점,12,3284666442,2439818823,844847619,194531994,416965639,573375619,535104110,648891401,528281011,387516666,683,2224,1228329630,150595867,1820513311,85224725,1710442327,1574224114,6266256,637823674,1007150553,831774910,584546209,217104838,7186,5448,1737,424,1055,1279,1233,1396,1123,672,2,3,3553,438,3040,148,3306,3879,61,1686,2315,1592,1154,376,True,0.4,extrapolated_v4,,,156.8
20224,11440700,망원2동,CS100003,일식음식점,8,2510750722,2301283395,209467327,290766523,222965809,584077100,576705022,604376751,181744170,50115346,400416,112052,298275413,217398972,1904056731,90507135,1487454179,1023296543,11588801,524592206,789922678,616169934,437266637,131210464,8808,7520,1287,1276,1249,1608,1623,1569,818,662,36,20,3111,1337,3767,534,4481,4326,118,2271,2313,2029,1529,544,True,0.4,extrapolated_v4,,,156.8
20231,11440555,아현동,CS100004,양식음식점,6,1388380102,840828810,547551291,89114689,196975152,145966641,213548762,197448035,426495163,118831659,24636,435320,340682447,279830653,740564008,26843037,640987194,747392908,9612027,406791055,439458055,300526850,184301790,47690322,11694,7879,3814,829,1776,1287,1917,1887,2774,1220,26,50,3855,2387,4913,460,5816,5877,168,3361,3929,2350,1468,415,True,0.4,extrapolated_v4,,,147.6
20231,11440585,도화동,CS100004,양식음식점,18,1850199885,1442441561,407758323,178444464,252637894,307614819,315457515,367365150,285419537,143260503,17330221,190,139,225,241513288,1591355819,1167917162,682282722,855541,602466213,794529110,319631613,128853723,3863682,2071,1627,443,224,329,336,351,380,313,135,197,4,3,15,302,1548,1087,984,11,613,819,385,207,34,False,0.7110000000000001,imputed_v4,,,147.6
20231,11440700,망원2동,CS100003,일식음식점,8,2367697115,2188098600,179598515,368090343,434671681,521359510,503542415,363479624,105937885,70615654,208299,32468,416908976,263195162,1591903977,95448231,1374194570,993502545,10677798,464283257,725437650,599794220,437186376,130317811,8863,7755,1108,1255,1415,1561,1621,1582,697,729,36,16,3539,1280,3450,539,4570,4292,118,2147,2454,1990,1599,553,True,0.4,extrapolated_v4,,,147.6
20232,11440555,아현동,CS100004,양식음식점,6,1477529647,872397374,605132273,81455899,183223491,141119633,195603453,317925836,440374066,117827266,25080,566945,339273054,265947825,838080544,33636197,685364030,792165617,11128285,419809817,469190336,309392753,208493315,59515139,12673,8096,4577,806,1857,1386,1790,2371,3068,1390,24,59,3619,2548,5859,561,6174,6498,203,3548,4070,2634,1670,545,True,0.4,extrapolated_v4,,,158.6
20232,11440700,망원2동,CS100003,일식음식점,7,2097797298,1940025876,157771422,324511350,157672727,513742605,444122866,529509545,102160813,26077389,198781,85276,361397911,201862771,1459058986,75193572,1242265697,855531601,6097686,468101129,641744928,500841763,373062503,107949288,8575,7583,991,1501,1241,1607,1470,1607,665,479,40,24,3331,1191,3439,547,4316,4259,130,2168,2206,1977,1551,541,True,0.4,extrapolated_v4,,,158.6
20233,11440555,아현동,CS100004,양식음식점,8,2070510133,1341637160,728872972,137059782,283254122,386352118,267304004,284652550,543909055,167978499,43430,562813,516530299,383221492,1135253413,34898684,987381904,1083128228,23596055,635541277,575409474,460132216,298218011,77613097,12143,8669,3474,990,1664,2407,1880,1877,2264,1059,24,44,3167,2338,6033,535,6002,6141,249,3707,3236,2700,1737,513,True,0.4,extrapolated_v4,,,157.2
20233,11440700,망원2동,CS100003,일식음식점,9,2876308274,2710259984,166048289,426857857,523396501,585180535,553298782,615259968,99693140,72621488,275854,77100,1062396336,253939223,1443122449,116497309,1657017481,1219290792,11135976,712939946,876323513,673740294,466990550,135177992,9776,8483,1292,1486,1470,1773,1757,1808,760,720,35,19,4330,1213,3414,762,5101,4674,128,2561,2706,2131,1649,599,True,0.4,extrapolated_v4,,,157.2
20234,11440555,아현동,CS100004,양식음식점,9,2503342163,1765982495,737359667,170822058,390196153,465638410,385001584,374182187,579186676,138315092,31126,828343,825162880,448980560,1194880130,33459122,1189488471,1313853692,20386932,723006933,751368686,572626185,346628520,89324904,11872,8785,3086,1124,1844,2052,1851,2122,2004,871,18,46,4215,2078,5055,456,5923,5948,214,3338,3406,2681,1702,528,True,0.4,extrapolated_v4,,,162.1
20234,11440700,망원2동,CS100003,일식음식점,9,2806928598,2696741387,110187210,447027828,522436902,568288788,540934712,614798726,49831168,63610470,382754,67998,1058154795,218742810,1390414267,139165971,1611019420,1195909177,9244894,700915693,858524732,646735423,462429692,129078161,9026,8136,889,1320,1451,1631,1665,1707,628,621,46,23,4023,1102,3042,788,4579,4447,126,2445,2484,1941,1478,551,True,0.4,extrapolated_v4,,,162.1
20234,11440700,망원2동,CS100004,양식음식점,8,411770752,167305999,244464753,0,21266614,45786043,36231247,36372796,130751254,141362794,36,135,244478504,93108422,74183610,44,285672046,126098705,11,54475111,159342047,115534647,72820219,9598715,2392,1119,1273,0,349,274,208,301,644,613,0,2,1547,490,350,1,1520,872,2,305,892,645,402,145,False,0.7110000000000001,imputed_v4,,,162.1
20241,11440555,아현동,CS100004,양식음식점,11,2808087178,2131014302,677072876,338365323,502122539,539620532,464601304,316902088,536360807,110114582,36048,259246,951911958,482861237,1346150994,26867694,1253662683,1554424495,15622833,807060231,809692403,656349851,412891740,106470118,10730,8371,2359,1407,1767,1765,2039,1581,1544,624,19,38,4022,1793,4519,337,5036,5693,133,2999,3008,2336,1725,527,True,0.4,extrapolated_v4,,,152.8
20241,11440630,신수동,CS100003,일식음식점,8,483280413,380239007,103041406,55676050,46036774,166856023,17676699,88399099,40500344,68135421,1888932,190,807,340228,416900134,64150119,314741458,168538955,370,1133134,116977199,209397608,107061451,48710650,1091,723,368,164,149,150,101,188,180,156,33,1,8,27,815,205,620,471,4,89,235,444,192,125,False,0.7110000000000001,imputed_v4,,,152.8
20241,11440700,망원2동,CS100003,일식음식점,11,4156171490,3766778938,389392551,655624410,800865772,766196788,687931630,823638471,315561408,106353008,535336,222733,1629948904,191259522,2149957794,184247199,2231224296,1924947193,7858149,1240788878,1338022033,906044866,576224960,87232602,11761,10315,1445,1780,1948,2093,2089,2098,992,759,40,33,5270,1287,4272,856,6296,5464,128,3417,3313,2487,1807,606,True,0.4,extrapolated_v4,,,152.8
20241,11440700,망원2동,CS100004,양식음식점,8,388132838,159766299,228366539,5,52290192,29653348,45871338,544484,133565714,126207754,97,1480,165813810,116583282,105734006,160,256276936,131855902,72,63745617,144041718,112946449,54225857,13173122,2385,1109,1275,0,411,292,263,62,709,645,0,6,1253,604,517,2,1439,946,2,310,866,596,435,174,False,0.7110000000000001,imputed_v4,,,152.8
20242,11440555,아현동,CS100004,양식음식점,13,4053593464,3193705094,859888369,537942578,712464378,728538017,631324214,732668061,625638649,85017564,64772,401484,1612148430,613506269,1798684378,28788128,1887681538,2165911925,26148488,1002564106,1123197897,1020010163,672972649,208700159,12830,10408,2421,1844,2162,2060,2246,2285,1668,563,26,37,5140,2078,5270,276,5759,7070,204,3483,3787,2666,2020,667,True,0.4,extrapolated_v4,,,168.3
20242,11440630,신수동,CS100003,일식음식점,8,451840472,398509169,53331303,19651644,327021,199380973,18693621,158999490,32604310,22183410,992697,123,535,6399,414438434,36402282,284825189,167015282,306,3678441,98703756,226889964,92322202,30245801,953,676,276,129,55,160,106,210,169,121,32,1,4,11,709,193,505,447,3,113,191,403,139,101,False,0.7110000000000001,imputed_v4,,,168.3
20242,11440700,망원2동,CS100003,일식음식점,9,2822753487,2775903618,46849869,433563493,546803506,620820421,549195411,630586918,23932620,17851115,305524,51247,1063653813,139877685,1514679691,104185525,1602112686,1220640801,3415752,718759098,897953374,667643205,453252021,81730034,8654,7963,690,1370,1467,1677,1651,1619,471,397,41,31,3906,991,2982,700,4376,4277,103,2155,2461,1928,1442,563,True,0.4,extrapolated_v4,,,168.3
20242,11440700,망원2동,CS100004,양식음식점,9,740991275,383403617,357587658,1950,86653875,110596461,96526669,71943058,200097765,175171494,1008,11651,340787479,151694065,248491480,5590,495336314,245654960,1011,108109233,272678335,202689041,116801460,40712192,3803,2282,1521,9,511,625,464,527,915,749,2,9,1987,747,1047,9,2262,1540,7,607,1365,896,600,325,False,0.7110000000000001,imputed_v4,,,168.3
20243,11440555,아현동,CS100004,양식음식점,14,3998852758,3190476366,808376391,594678914,724066601,757102701,603697806,737519705,560533227,21253801,26577,359284,1589744493,555808671,1825635371,27278359,1806771168,2192081589,34487643,1050019051,1097977594,976011294,652214118,188143055,12569,10355,2214,1961,2171,2019,2236,2320,1488,372,21,36,5072,2050,5158,230,5502,7067,221,3413,3705,2622,2002,603,True,0.4,extrapolated_v4,,,162.0
20243,11440610,염리동,CS100002,중식음식점,6,57113657,36278305,20835351,4403226,4485577,9527694,3117243,10264236,15130713,10184965,30593127,20812,651,1250,36114,26461701,33441280,23672377,350,3523588,10655028,13054079,24426067,5454543,338,206,132,38,38,42,23,62,65,67,219,18,4,8,16,70,166,171,2,31,82,54,106,60,False,0.7110000000000001,imputed_v4,,,162.0
20243,11440630,신수동,CS100003,일식음식점,8,569044280,455129390,113914890,99685413,63462100,163545312,17769171,133570069,40978734,50033478,1049165,206,332,66415,490523651,77404508,377669931,191374348,464,16258057,123217306,241707785,122944412,64916253,1280,940,339,219,200,169,109,212,210,159,38,2,4,24,916,294,722,557,4,174,267,443,255,135,False,0.7110000000000001,imputed_v4,,,162.0
20243,11440700,망원2동,CS100003,일식음식점,9,2791093722,2726759098,64334624,451495135,527179028,573148565,543263597,619290816,35992552,40724025,314532,69443,1102338434,151233372,1405352825,131785113,1596228206,1194865515,5192948,696398891,857609742,662617757,458422698,110851683,8736,8047,688,1370,1440,1603,1672,1666,509,472,44,26,4086,941,2876,760,4410,4326,111,2319,2475,1828,1458,542,True,0.4,extrapolated_v4,,,162.0
20243,11440700,망원2동,CS100004,양식음식점,9,757762635,438621257,319141377,2172,91988001,101898267,115462770,78179150,208932780,161299490,1220,6764,344386973,164371768,248991906,4001,498555706,259206928,1426,110523038,269356369,203533060,137778964,36569774,3608,2223,1385,9,509,610,429,503,849,697,4,7,1861,743,982,8,2060,1547,7,569,1357,874,552,246,False,0.7110000000000001,imputed_v4,,,162.0
20243,11440720,성산1동,CS100005,제과점,18,668637752,451225356,217412395,2880186,134821996,128597202,121650857,102476416,168453218,9757874,6,129448113,249626301,131340461,158183569,39298,246578511,422059240,411742,142685422,140033128,138082593,131334677,116090188,2488,1855,633,109,507,502,420,403,426,117,0,159,1315,495,504,12,905,1582,12,672,605,480,485,231,False,0.7110000000000001,imputed_v4,,,162.0
20244,11440555,아현동,CS100004,양식음식점,13,4011569847,3172714615,838855231,544715894,711244300,714128739,642553178,729560264,653464729,15902739,64837,258812,1598551991,558326244,1822694422,31673539,1896276250,2115293596,29338691,1022548332,1098729953,1006571470,664586007,189795392,12684,10282,2401,1890,2235,1975,2288,2291,1666,336,27,38,5045,2157,5139,275,5609,7074,202,3479,3657,2683,2010,650,True,0.4,extrapolated_v4,,,165.6
