STDR_YYQU_CD,행정동코드,행정동명,SVC_INDUTY_CD,SVC_INDUTY_CD_NM,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_STOR_CO,CLSBIZ_STOR_CO,FRC_STOR_CO,CLSBIZ_RT
20223,11440660,서교동,CS100006,패스트푸드점,74,115,3,5,41,4
20223,11440660,서교동,CS100007,치킨전문점,22,61,1,1,39,2
20223,11440660,서교동,CS100008,분식전문점,122,152,5,4,30,3
20223,11440660,서교동,CS100009,호프-간이주점,502,557,26,36,55,7
20223,11440660,서교동,CS100010,커피-음료,634,730,46,31,96,4
20224,11440660,서교동,CS100001,한식음식점,709,816,44,25,107,3
20224,11440660,서교동,CS100002,중식음식점,94,110,8,4,16,4
20224,11440660,서교동,CS100003,일식음식점,189,222,11,5,33,2
20224,11440660,서교동,CS100004,양식음식점,258,288,15,12,30,4
20224,11440660,서교동,CS100005,제과점,96,117,5,1,21,1
20224,11440660,서교동,CS100006,패스트푸드점,79,119,5,1,40,1
20224,11440660,서교동,CS100007,치킨전문점,22,61,1,1,39,2
20224,11440660,서교동,CS100008,분식전문점,122,151,6,7,29,5
20224,11440660,서교동,CS100009,호프-간이주점,511,566,29,20,55,4
20224,11440660,서교동,CS100010,커피-음료,643,743,49,36,100,5
20231,11440660,서교동,CS100001,한식음식점,712,822,41,35,110,4
20231,11440660,서교동,CS100002,중식음식점,96,113,8,5,17,4
20231,11440660,서교동,CS100003,일식음식점,197,229,10,3,32,1
20231,11440660,서교동,CS100004,양식음식점,257,284,13,17,27,6
20231,11440660,서교동,CS100005,제과점,99,121,6,2,22,2
20231,11440660,서교동,CS100006,패스트푸드점,83,123,7,3,40,2
20231,11440660,서교동,CS100007,치킨전문점,21,59,4,6,38,10
20231,11440660,서교동,CS100008,분식전문점,124,151,10,10,27,7
20231,11440660,서교동,CS100009,호프-간이주점,516,568,27,25,52,4
20231,11440660,서교동,CS100010,커피-음료,643,748,38,33,105,4
20232,11440660,서교동,CS100001,한식음식점,706,813,30,39,107,5
20232,11440660,서교동,CS100002,중식음식점,102,121,10,2,19,2
20232,11440660,서교동,CS100003,일식음식점,196,228,11,12,32,5
20232,11440660,서교동,CS100004,양식음식점,256,287,12,9,31,3
20232,11440660,서교동,CS100005,제과점,107,129,9,1,22,1
20232,11440660,서교동,CS100006,패스트푸드점,86,127,13,9,41,7
20232,11440660,서교동,CS100007,치킨전문점,23,61,4,2,38,3
20232,11440660,서교동,CS100008,분식전문점,130,158,14,7,28,4
20232,11440660,서교동,CS100009,호프-간이주점,537,593,48,23,56,4
20232,11440660,서교동,CS100010,커피-음료,649,755,34,27,106,4
20233,11440660,서교동,CS100001,한식음식점,704,810,36,39,106,5
20233,11440660,서교동,CS100002,중식음식점,105,125,6,2,20,2
20233,11440660,서교동,CS100003,일식음식점,196,228,7,7,32,3
20233,11440660,서교동,CS100004,양식음식점,257,288,15,14,31,5
20233,11440660,서교동,CS100005,제과점,107,131,6,4,24,3
20233,11440660,서교동,CS100006,패스트푸드점,89,131,6,2,42,2
20233,11440660,서교동,CS100007,치킨전문점,24,61,1,1,37,2
20233,11440660,서교동,CS100008,분식전문점,133,160,9,7,27,4
20233,11440660,서교동,CS100009,호프-간이주점,544,598,44,39,54,7
20233,11440660,서교동,CS100010,커피-음료,643,749,28,34,106,5
20234,11440660,서교동,CS100001,한식음식점,712,819,38,29,107,4
20234,11440660,서교동,CS100002,중식음식점,107,126,5,4,19,3
20234,11440660,서교동,CS100003,일식음식점,197,230,8,6,33,3
20234,11440660,서교동,CS100004,양식음식점,249,279,7,16,30,6
20234,11440660,서교동,CS100005,제과점,107,132,3,2,25,2
20234,11440660,서교동,CS100006,패스트푸드점,91,135,6,2,44,2
20234,11440660,서교동,CS100007,치킨전문점,25,64,6,3,39,5
20234,11440660,서교동,CS100008,분식전문점,138,165,11,6,27,4
20234,11440660,서교동,CS100009,호프-간이주점,552,603,27,22,51,4
20234,11440660,서교동,CS100010,커피-음료,651,752,29,26,101,4
20241,11440660,서교동,CS100001,한식음식점,716,824,46,41,108,5
20241,11440660,서교동,CS100002,중식음식점,104,124,2,4,20,3
20241,11440660,서교동,CS100003,일식음식점,205,239,23,14,34,6
20241,11440660,서교동,CS100004,양식음식점,249,277,12,14,28,5
20241,11440660,서교동,CS100005,제과점,104,128,5,9,24,7
20241,11440660,서교동,CS100006,패스트푸드점,89,130,5,10,41,8
20241,11440660,서교동,CS100007,치킨전문점,25,65,1,0,40,0
20241,11440660,서교동,CS100008,분식전문점,137,165,8,8,28,5
20241,11440660,서교동,CS100009,호프-간이주점,542,589,8,22,47,4
20241,11440660,서교동,CS100010,커피-음료,660,760,37,29,100,4
20242,11440660,서교동,CS100001,한식음식점,741,844,53,33,103,4
20242,11440660,서교동,CS100002,중식음식점,105,124,4,4,19,3
20242,11440660,서교동,CS100003,일식음식점,213,243,16,12,30,5
20242,11440660,서교동,CS100004,양식음식점,253,279,13,11,26,4
20242,11440660,서교동,CS100005,제과점,104,129,5,4,25,3
20242,11440660,서교동,CS100006,패스트푸드점,86,126,5,9,40,7
20242,11440660,서교동,CS100007,치킨전문점,25,62,0,3,37,5
20242,11440660,서교동,CS100008,분식전문점,138,168,15,12,30,7
20242,11440660,서교동,CS100009,호프-간이주점,524,571,13,31,47,5
20242,11440660,서교동,CS100010,커피-음료,663,765,33,28,102,4
20243,11440660,서교동,CS100001,한식음식점,760,859,48,33,99,4
20243,11440660,서교동,CS100002,중식음식점,105,123,4,5,18,4
20243,11440660,서교동,CS100003,일식음식점,224,253,25,15,29,6
20243,11440660,서교동,CS100004,양식음식점,241,266,7,20,25,8
20243,11440660,서교동,CS100005,제과점,100,126,5,8,26,6
20243,11440660,서교동,CS100006,패스트푸드점,81,119,1,8,38,7
20243,11440660,서교동,CS100007,치킨전문점,22,58,0,4,36,7
20243,11440660,서교동,CS100008,분식전문점,135,165,3,6,30,4
20243,11440660,서교동,CS100009,호프-간이주점,505,552,14,33,47,6
20243,11440660,서교동,CS100010,커피-음료,661,765,32,32,104,4
20244,11440660,서교동,CS100001,한식음식점,767,870,53,42,103,5
20244,11440660,서교동,CS100002,중식음식점,105,123,8,8,18,7
20244,11440660,서교동,CS100003,일식음식점,227,256,10,7,29,3
20244,11440660,서교동,CS100004,양식음식점,248,272,16,10,24,4
20244,11440660,서교동,CS100005,제과점,100,127,3,3,27,2
20244,11440660,서교동,CS100006,패스트푸드점,78,116,2,5,38,4
20244,11440660,서교동,CS100007,치킨전문점,20,53,0,5,33,9
20244,11440660,서교동,CS100008,분식전문점,128,158,6,13,30,8
20244,11440660,서교동,CS100009,호프-간이주점,498,542,13,23,44,4
20244,11440660,서교동,CS100010,커피-음료,655,756,24,33,101,4
20191,11440720,성산1동,CS100001,한식음식점,80,88,4,5,8,6
20191,11440720,성산1동,CS100002,중식음식점,7,7,0,0,0,0
20191,11440720,성산1동,CS100003,일식음식점,8,10,0,0,2,0
20191,11440720,성산1동,CS100004,양식음식점,12,12,0,1,0,8
20191,11440720,성산1동,CS100005,제과점,10,13,2,1,3,8
20191,11440720,성산1동,CS100006,패스트푸드점,8,14,0,0,6,0
20191,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20191,11440720,성산1동,CS100008,분식전문점,12,17,0,0,5,0
20191,11440720,성산1동,CS100009,호프-간이주점,23,27,1,0,4,0
20191,11440720,성산1동,CS100010,커피-음료,43,47,2,1,4,2
20192,11440720,성산1동,CS100001,한식음식점,80,88,5,5,8,6
20192,11440720,성산1동,CS100002,중식음식점,7,7,1,1,0,14
20192,11440720,성산1동,CS100003,일식음식점,9,11,2,1,2,9
20192,11440720,성산1동,CS100004,양식음식점,14,14,2,0,0,0
20192,11440720,성산1동,CS100005,제과점,10,13,0,0,3,0
20192,11440720,성산1동,CS100006,패스트푸드점,7,13,0,1,6,8
20192,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20192,11440720,성산1동,CS100008,분식전문점,9,14,1,4,5,29
20192,11440720,성산1동,CS100009,호프-간이주점,22,26,2,3,4,12
20192,11440720,성산1동,CS100010,커피-음료,42,46,2,3,4,7
20193,11440720,성산1동,CS100001,한식음식점,82,90,7,5,8,6
20193,11440720,성산1동,CS100002,중식음식점,7,7,0,0,0,0
20193,11440720,성산1동,CS100003,일식음식점,10,12,1,0,2,0
20193,11440720,성산1동,CS100004,양식음식점,14,14,0,0,0,0
20193,11440720,성산1동,CS100005,제과점,11,14,1,0,3,0
20193,11440720,성산1동,CS100006,패스트푸드점,6,13,1,1,7,8
20193,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20193,11440720,성산1동,CS100008,분식전문점,8,13,1,2,5,15
20193,11440720,성산1동,CS100009,호프-간이주점,21,25,1,2,4,8
20193,11440720,성산1동,CS100010,커피-음료,46,50,6,2,4,4
20194,11440720,성산1동,CS100001,한식음식점,84,93,4,1,9,1
20194,11440720,성산1동,CS100002,중식음식점,9,9,2,0,0,0
20194,11440720,성산1동,CS100003,일식음식점,10,12,0,0,2,0
20194,11440720,성산1동,CS100004,양식음식점,14,16,2,0,2,0
20194,11440720,성산1동,CS100005,제과점,11,14,0,0,3,0
20194,11440720,성산1동,CS100006,패스트푸드점,6,14,1,0,8,0
20194,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20194,11440720,성산1동,CS100008,분식전문점,9,14,1,0,5,0
20194,11440720,성산1동,CS100009,호프-간이주점,19,23,0,2,4,9
20194,11440720,성산1동,CS100010,커피-음료,47,51,3,2,4,4
20201,11440720,성산1동,CS100001,한식음식점,79,89,5,9,10,10
20201,11440720,성산1동,CS100002,중식음식점,11,11,3,1,0,9
20201,11440720,성산1동,CS100003,일식음식점,9,11,0,1,2,9
20201,11440720,성산1동,CS100004,양식음식점,14,16,0,0,2,0
20201,11440720,성산1동,CS100005,제과점,13,16,2,0,3,0
20201,11440720,성산1동,CS100006,패스트푸드점,6,14,0,0,8,0
20201,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20201,11440720,성산1동,CS100008,분식전문점,11,16,2,0,5,0
20201,11440720,성산1동,CS100009,호프-간이주점,18,22,1,2,4,9
20201,11440720,성산1동,CS100010,커피-음료,47,51,2,2,4,4
20202,11440720,성산1동,CS100001,한식음식점,81,90,4,3,9,3
20202,11440720,성산1동,CS100002,중식음식점,10,10,1,2,0,20
20202,11440720,성산1동,CS100003,일식음식점,9,11,0,0,2,0
20202,11440720,성산1동,CS100004,양식음식점,14,16,1,1,2,6
20202,11440720,성산1동,CS100005,제과점,13,16,0,0,3,0
20202,11440720,성산1동,CS100006,패스트푸드점,6,15,1,0,9,0
20202,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20202,11440720,성산1동,CS100008,분식전문점,12,17,1,0,5,0
20202,11440720,성산1동,CS100009,호프-간이주점,18,22,1,1,4,5
20202,11440720,성산1동,CS100010,커피-음료,52,56,6,1,4,2
20203,11440720,성산1동,CS100001,한식음식점,83,92,6,4,9,4
20203,11440720,성산1동,CS100002,중식음식점,9,9,2,3,0,33
20203,11440720,성산1동,CS100003,일식음식점,9,11,2,2,2,18
20203,11440720,성산1동,CS100004,양식음식점,14,14,2,2,0,14
20203,11440720,성산1동,CS100005,제과점,14,17,0,0,3,0
20203,11440720,성산1동,CS100006,패스트푸드점,7,16,1,1,9,6
20203,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20203,11440720,성산1동,CS100008,분식전문점,10,15,0,2,5,13
20203,11440720,성산1동,CS100009,호프-간이주점,20,23,1,0,3,0
20203,11440720,성산1동,CS100010,커피-음료,52,56,5,5,4,9
20204,11440720,성산1동,CS100001,한식음식점,83,91,4,5,8,6
20204,11440720,성산1동,CS100002,중식음식점,9,9,0,0,0,0
20204,11440720,성산1동,CS100003,일식음식점,10,12,1,0,2,0
20204,11440720,성산1동,CS100004,양식음식점,13,14,1,1,1,7
20204,11440720,성산1동,CS100005,제과점,16,19,2,0,3,0
20204,11440720,성산1동,CS100006,패스트푸드점,7,14,0,2,7,14
20204,11440720,성산1동,CS100007,치킨전문점,2,9,0,0,7,0
20204,11440720,성산1동,CS100008,분식전문점,10,14,2,3,4,21
20204,11440720,성산1동,CS100009,호프-간이주점,21,24,1,0,3,0
20204,11440720,성산1동,CS100010,커피-음료,53,57,2,1,4,2
20211,11440720,성산1동,CS100001,한식음식점,83,91,6,6,8,7
20211,11440720,성산1동,CS100002,중식음식점,9,9,1,1,0,11
20211,11440720,성산1동,CS100003,일식음식점,11,13,1,0,2,0
20211,11440720,성산1동,CS100004,양식음식점,16,17,3,0,1,0
20211,11440720,성산1동,CS100005,제과점,16,19,0,0,3,0
20211,11440720,성산1동,CS100006,패스트푸드점,7,13,0,1,6,8
20211,11440720,성산1동,CS100007,치킨전문점,3,10,1,0,7,0
20211,11440720,성산1동,CS100008,분식전문점,10,14,0,0,4,0
20211,11440720,성산1동,CS100009,호프-간이주점,21,24,1,1,3,4
20211,11440720,성산1동,CS100010,커피-음료,52,55,1,3,3,6
20212,11440720,성산1동,CS100001,한식음식점,79,88,1,4,9,5
20212,11440720,성산1동,CS100002,중식음식점,9,9,0,0,0,0
20212,11440720,성산1동,CS100003,일식음식점,12,14,1,0,2,0
20212,11440720,성산1동,CS100004,양식음식점,17,18,1,0,1,0
20212,11440720,성산1동,CS100005,제과점,18,21,2,0,3,0
20212,11440720,성산1동,CS100006,패스트푸드점,8,13,1,1,5,8
20212,11440720,성산1동,CS100007,치킨전문점,3,10,0,0,7,0
20212,11440720,성산1동,CS100008,분식전문점,11,15,2,1,4,7
20212,11440720,성산1동,CS100009,호프-간이주점,21,24,0,0,3,0
20212,11440720,성산1동,CS100010,커피-음료,54,57,3,1,3,2
20213,11440720,성산1동,CS100001,한식음식점,82,90,3,1,8,1
20213,11440720,성산1동,CS100002,중식음식점,10,10,2,1,0,10
20213,11440720,성산1동,CS100003,일식음식점,13,15,1,0,2,0
20213,11440720,성산1동,CS100004,양식음식점,18,19,1,0,1,0
20213,11440720,성산1동,CS100005,제과점,18,21,1,1,3,5
20213,11440720,성산1동,CS100006,패스트푸드점,8,14,1,0,6,0
20213,11440720,성산1동,CS100007,치킨전문점,3,11,2,1,8,9
20213,11440720,성산1동,CS100008,분식전문점,10,14,0,1,4,7
20213,11440720,성산1동,CS100009,호프-간이주점,21,24,0,0,3,0
20213,11440720,성산1동,CS100010,커피-음료,53,56,2,3,3,5
20214,11440720,성산1동,CS100001,한식음식점,81,89,2,3,8,3
20214,11440720,성산1동,CS100002,중식음식점,10,10,0,0,0,0
20214,11440720,성산1동,CS100003,일식음식점,13,15,0,0,2,0
20214,11440720,성산1동,CS100004,양식음식점,19,20,2,1,1,5
20214,11440720,성산1동,CS100005,제과점,16,19,0,2,3,11
20214,11440720,성산1동,CS100006,패스트푸드점,8,14,0,0,6,0
20214,11440720,성산1동,CS100007,치킨전문점,3,11,0,0,8,0
20214,11440720,성산1동,CS100008,분식전문점,10,14,0,0,4,0
20214,11440720,성산1동,CS100009,호프-간이주점,21,24,0,0,3,0
20214,11440720,성산1동,CS100010,커피-음료,54,57,2,1,3,2
20221,11440720,성산1동,CS100001,한식음식점,76,85,1,5,9,6
20221,11440720,성산1동,CS100002,중식음식점,9,9,0,1,0,11
20221,11440720,성산1동,CS100003,일식음식점,13,15,0,0,2,0
20221,11440720,성산1동,CS100004,양식음식점,18,19,0,1,1,5
20221,11440720,성산1동,CS100005,제과점,16,19,0,0,3,0
20221,11440720,성산1동,CS100006,패스트푸드점,9,15,1,0,6,0
20221,11440720,성산1동,CS100007,치킨전문점,3,11,0,0,8,0
20221,11440720,성산1동,CS100008,분식전문점,10,14,0,0,4,0
20221,11440720,성산1동,CS100009,호프-간이주점,20,23,0,1,3,4
20221,11440720,성산1동,CS100010,커피-음료,55,59,5,3,4,5
20222,11440720,성산1동,CS100001,한식음식점,77,87,3,1,10,1
20222,11440720,성산1동,CS100002,중식음식점,10,10,1,0,0,0
20222,11440720,성산1동,CS100003,일식음식점,13,15,0,0,2,0
20222,11440720,성산1동,CS100004,양식음식점,18,19,0,0,1,0
20222,11440720,성산1동,CS100005,제과점,16,19,1,1,3,5
20222,11440720,성산1동,CS100006,패스트푸드점,9,16,1,0,7,0
20222,11440720,성산1동,CS100007,치킨전문점,3,11,0,0,8,0
20222,11440720,성산1동,CS100008,분식전문점,11,15,1,0,4,0
20222,11440720,성산1동,CS100009,호프-간이주점,20,23,0,0,3,0
20222,11440720,성산1동,CS100010,커피-음료,62,66,7,0,4,0
20223,11440720,성산1동,CS100001,한식음식점,75,84,2,5,9,6
20223,11440720,성산1동,CS100002,중식음식점,9,9,0,1,0,11
20223,11440720,성산1동,CS100003,일식음식점,12,14,0,1,2,7
20223,11440720,성산1동,CS100004,양식음식점,17,18,0,1,1,6
20223,11440720,성산1동,CS100005,제과점,16,19,0,0,3,0
20223,11440720,성산1동,CS100006,패스트푸드점,9,15,0,1,6,7
20223,11440720,성산1동,CS100007,치킨전문점,3,11,0,0,8,0
20223,11440720,성산1동,CS100008,분식전문점,11,14,0,1,3,7
20223,11440720,성산1동,CS100009,호프-간이주점,20,23,0,0,3,0
20223,11440720,성산1동,CS100010,커피-음료,63,67,2,1,4,2
20224,11440720,성산1동,CS100001,한식음식점,78,87,5,2,9,2
20224,11440720,성산1동,CS100002,중식음식점,9,9,0,0,0,0
20224,11440720,성산1동,CS100003,일식음식점,14,16,3,1,2,6
20224,11440720,성산1동,CS100004,양식음식점,16,17,0,1,1,6
20224,11440720,성산1동,CS100005,제과점,18,20,2,1,2,5
20224,11440720,성산1동,CS100006,패스트푸드점,12,18,3,0,6,0
20224,11440720,성산1동,CS100007,치킨전문점,3,11,0,0,8,0
20224,11440720,성산1동,CS100008,분식전문점,10,13,0,1,3,8
20224,11440720,성산1동,CS100009,호프-간이주점,20,23,1,1,3,4
20224,11440720,성산1동,CS100010,커피-음료,65,69,3,1,4,1
20231,11440720,성산1동,CS100001,한식음식점,77,87,2,2,10,2
20231,11440720,성산1동,CS100002,중식음식점,9,9,0,0,0,0
20231,11440720,성산1동,CS100003,일식음식점,14,16,1,1,2,6
20231,11440720,성산1동,CS100004,양식음식점,16,17,1,1,1,6
20231,11440720,성산1동,CS100005,제과점,19,21,2,1,2,5
20231,11440720,성산1동,CS100006,패스트푸드점,12,19,1,0,7,0
20231,11440720,성산1동,CS100007,치킨전문점,3,10,0,1,7,10
20231,11440720,성산1동,CS100008,분식전문점,10,13,0,0,3,0
20231,11440720,성산1동,CS100009,호프-간이주점,21,24,1,0,3,0
20231,11440720,성산1동,CS100010,커피-음료,66,70,5,4,4,6
20232,11440720,성산1동,CS100001,한식음식점,80,92,8,3,12,3
20232,11440720,성산1동,CS100002,중식음식점,9,9,1,1,0,11
20232,11440720,성산1동,CS100003,일식음식점,15,17,2,1,2,6
20232,11440720,성산1동,CS100004,양식음식점,15,16,2,3,1,19
20232,11440720,성산1동,CS100005,제과점,20,22,1,0,2,0
20232,11440720,성산1동,CS100006,패스트푸드점,11,18,0,1,7,6
20232,11440720,성산1동,CS100007,치킨전문점,3,10,0,0,7,0
20232,11440720,성산1동,CS100008,분식전문점,10,12,1,2,2,17
20232,11440720,성산1동,CS100009,호프-간이주점,19,22,0,2,3,9
20232,11440720,성산1동,CS100010,커피-음료,63,68,3,5,5,7
20233,11440720,성산1동,CS100001,한식음식점,82,93,5,4,11,4
20233,11440720,성산1동,CS100002,중식음식점,9,9,0,0,0,0
20233,11440720,성산1동,CS100003,일식음식점,15,17,0,0,2,0
20233,11440720,성산1동,CS100004,양식음식점,14,15,0,1,1,7
20233,11440720,성산1동,CS100005,제과점,21,22,2,2,1,9
20233,11440720,성산1동,CS100006,패스트푸드점,12,19,2,1,7,5
20233,11440720,성산1동,CS100007,치킨전문점,3,10,0,0,7,0
20233,11440720,성산1동,CS100008,분식전문점,10,12,0,0,2,0
20233,11440720,성산1동,CS100009,호프-간이주점,16,19,0,3,3,16
20233,11440720,성산1동,CS100010,커피-음료,63,70,4,2,7,3
20234,11440720,성산1동,CS100001,한식음식점,83,97,7,3,14,3
20234,11440720,성산1동,CS100002,중식음식점,9,9,0,0,0,0
20234,11440720,성산1동,CS100003,일식음식점,15,17,0,0,2,0
20234,11440720,성산1동,CS100004,양식음식점,15,16,2,1,1,6
20234,11440720,성산1동,CS100005,제과점,23,24,2,0,1,0
20234,11440720,성산1동,CS100006,패스트푸드점,12,18,0,1,6,6
20234,11440720,성산1동,CS100007,치킨전문점,3,9,0,1,6,11
20234,11440720,성산1동,CS100008,분식전문점,10,12,0,0,2,0
20234,11440720,성산1동,CS100009,호프-간이주점,15,18,1,2,3,11
20234,11440720,성산1동,CS100010,커피-음료,67,73,5,2,6,3
20241,11440720,성산1동,CS100001,한식음식점,85,99,6,4,14,4
20241,11440720,성산1동,CS100002,중식음식점,8,8,2,3,0,38
20241,11440720,성산1동,CS100003,일식음식점,15,17,0,0,2,0
20241,11440720,성산1동,CS100004,양식음식점,16,17,1,0,1,0
20241,11440720,성산1동,CS100005,제과점,22,23,1,2,1,9
20241,11440720,성산1동,CS100006,패스트푸드점,12,18,0,0,6,0
20241,11440720,성산1동,CS100007,치킨전문점,3,9,0,0,6,0
20241,11440720,성산1동,CS100008,분식전문점,10,12,0,0,2,0
20241,11440720,성산1동,CS100009,호프-간이주점,14,17,0,1,3,6
20241,11440720,성산1동,CS100010,커피-음료,69,75,4,2,6,3
20242,11440720,성산1동,CS100001,한식음식점,87,102,6,3,15,3
20242,11440720,성산1동,CS100002,중식음식점,8,8,0,0,0,0
20242,11440720,성산1동,CS100003,일식음식점,15,17,0,0,2,0
20242,11440720,성산1동,CS100004,양식음식점,17,18,2,1,1,6
20242,11440720,성산1동,CS100005,제과점,20,21,0,2,1,10
20242,11440720,성산1동,CS100006,패스트푸드점,11,17,1,2,6,12
20242,11440720,성산1동,CS100007,치킨전문점,3,9,0,0,6,0
20242,11440720,성산1동,CS100008,분식전문점,9,11,0,1,2,9
20242,11440720,성산1동,CS100009,호프-간이주점,14,17,0,0,3,0
20242,11440720,성산1동,CS100010,커피-음료,69,76,6,5,7,7
20243,11440720,성산1동,CS100001,한식음식점,89,98,5,9,9,9
20243,11440720,성산1동,CS100002,중식음식점,9,9,1,0,0,0
20243,11440720,성산1동,CS100003,일식음식점,16,18,1,0,2,0
20243,11440720,성산1동,CS100004,양식음식점,15,16,0,2,1,13
20243,11440720,성산1동,CS100005,제과점,18,19,0,2,1,11
20243,11440720,성산1동,CS100006,패스트푸드점,10,15,0,2,5,13
20243,11440720,성산1동,CS100007,치킨전문점,3,8,0,1,5,13
20243,11440720,성산1동,CS100008,분식전문점,11,15,5,1,4,7
20243,11440720,성산1동,CS100009,호프-간이주점,15,18,1,0,3,0
20243,11440720,성산1동,CS100010,커피-음료,66,74,3,5,8,7
20244,11440720,성산1동,CS100001,한식음식점,88,98,3,3,10,3
20244,11440720,성산1동,CS100002,중식음식점,10,10,1,0,0,0
20244,11440720,성산1동,CS100003,일식음식점,16,18,1,1,2,6
20244,11440720,성산1동,CS100004,양식음식점,15,16,0,0,1,0
20244,11440720,성산1동,CS100005,제과점,19,20,2,1,1,5
20244,11440720,성산1동,CS100006,패스트푸드점,10,15,0,0,5,0
20244,11440720,성산1동,CS100007,치킨전문점,3,7,0,1,4,14
20244,11440720,성산1동,CS100008,분식전문점,12,16,2,1,4,6
20244,11440720,성산1동,CS100009,호프-간이주점,15,18,0,0,3,0
20244,11440720,성산1동,CS100010,커피-음료,65,74,7,7,9,10
20191,11440730,성산2동,CS100001,한식음식점,92,105,4,2,13,2
20191,11440730,성산2동,CS100002,중식음식점,10,12,1,0,2,0
20191,11440730,성산2동,CS100003,일식음식점,9,11,2,0,2,0
20191,11440730,성산2동,CS100004,양식음식점,4,6,1,0,2,0
20191,11440730,성산2동,CS100005,제과점,10,16,2,1,6,6
20191,11440730,성산2동,CS100006,패스트푸드점,4,9,1,0,5,0
20191,11440730,성산2동,CS100007,치킨전문점,4,16,1,0,12,0
20191,11440730,성산2동,CS100008,분식전문점,28,39,1,1,11,3
20191,11440730,성산2동,CS100009,호프-간이주점,22,23,1,2,1,9
20191,11440730,성산2동,CS100010,커피-음료,40,47,3,0,7,0
20192,11440730,성산2동,CS100001,한식음식점,93,106,3,2,13,2
20192,11440730,성산2동,CS100002,중식음식점,9,11,0,1,2,9
20192,11440730,성산2동,CS100003,일식음식점,10,13,2,0,3,0
20192,11440730,성산2동,CS100004,양식음식점,4,6,0,0,2,0
20192,11440730,성산2동,CS100005,제과점,11,17,1,0,6,0
20192,11440730,성산2동,CS100006,패스트푸드점,4,9,1,1,5,11
20192,11440730,성산2동,CS100007,치킨전문점,4,16,0,0,12,0
20192,11440730,성산2동,CS100008,분식전문점,28,39,2,2,11,5
20192,11440730,성산2동,CS100009,호프-간이주점,22,23,0,0,1,0
20192,11440730,성산2동,CS100010,커피-음료,40,47,3,3,7,6
20193,11440730,성산2동,CS100001,한식음식점,95,108,4,2,13,2
20193,11440730,성산2동,CS100002,중식음식점,8,10,0,1,2,10
20193,11440730,성산2동,CS100003,일식음식점,10,12,0,1,2,8
20193,11440730,성산2동,CS100004,양식음식점,4,6,1,1,2,17
20193,11440730,성산2동,CS100005,제과점,12,17,1,1,5,6
20193,11440730,성산2동,CS100006,패스트푸드점,5,10,2,1,5,10
20193,11440730,성산2동,CS100007,치킨전문점,4,17,2,1,13,6
20193,11440730,성산2동,CS100008,분식전문점,29,40,1,0,11,0
20193,11440730,성산2동,CS100009,호프-간이주점,22,23,0,0,1,0
20193,11440730,성산2동,CS100010,커피-음료,41,47,2,2,6,4
20194,11440730,성산2동,CS100001,한식음식점,91,104,3,7,13,7
20194,11440730,성산2동,CS100002,중식음식점,9,11,1,0,2,0
20194,11440730,성산2동,CS100003,일식음식점,11,13,1,0,2,0
20194,11440730,성산2동,CS100004,양식음식점,5,6,1,1,1,17
20194,11440730,성산2동,CS100005,제과점,12,17,0,0,5,0
20194,11440730,성산2동,CS100006,패스트푸드점,4,9,0,1,5,11
20194,11440730,성산2동,CS100007,치킨전문점,4,17,1,1,13,6
20194,11440730,성산2동,CS100008,분식전문점,30,41,3,2,11,5
20194,11440730,성산2동,CS100009,호프-간이주점,21,22,0,1,1,5
20194,11440730,성산2동,CS100010,커피-음료,42,49,3,1,7,2
20201,11440730,성산2동,CS100001,한식음식점,91,103,2,3,12,3
20201,11440730,성산2동,CS100002,중식음식점,8,10,0,1,2,10
20201,11440730,성산2동,CS100003,일식음식점,10,12,0,1,2,8
20201,11440730,성산2동,CS100004,양식음식점,6,7,1,0,1,0
20201,11440730,성산2동,CS100005,제과점,11,16,0,1,5,6
20201,11440730,성산2동,CS100006,패스트푸드점,4,10,1,0,6,0
20201,11440730,성산2동,CS100007,치킨전문점,4,17,1,1,13,6
20201,11440730,성산2동,CS100008,분식전문점,30,40,2,3,10,8
20201,11440730,성산2동,CS100009,호프-간이주점,21,25,3,0,4,0
20201,11440730,성산2동,CS100010,커피-음료,40,47,0,2,7,4
20202,11440730,성산2동,CS100001,한식음식점,92,104,3,2,12,2
20202,11440730,성산2동,CS100002,중식음식점,9,11,1,0,2,0
20202,11440730,성산2동,CS100003,일식음식점,10,12,2,2,2,17
20202,11440730,성산2동,CS100004,양식음식점,6,7,0,0,1,0
20202,11440730,성산2동,CS100005,제과점,11,16,1,1,5,6
20202,11440730,성산2동,CS100006,패스트푸드점,5,11,1,0,6,0
20202,11440730,성산2동,CS100007,치킨전문점,4,18,1,0,14,0
20202,11440730,성산2동,CS100008,분식전문점,35,45,5,0,10,0
20202,11440730,성산2동,CS100009,호프-간이주점,21,25,0,0,4,0
20202,11440730,성산2동,CS100010,커피-음료,42,48,4,3,6,6
