STDR_YYQU_CD,행정동코드,행정동명,SVC_INDUTY_CD,SVC_INDUTY_CD_NM,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_STOR_CO,CLSBIZ_STOR_CO,FRC_STOR_CO,CLSBIZ_RT
20221,11440690,망원1동,CS100008,분식전문점,35,42,3,0,7,0
20221,11440690,망원1동,CS100009,호프-간이주점,52,54,2,1,2,2
20221,11440690,망원1동,CS100010,커피-음료,127,139,6,5,12,4
20222,11440690,망원1동,CS100001,한식음식점,147,154,9,7,7,5
20222,11440690,망원1동,CS100002,중식음식점,17,19,1,0,2,0
20222,11440690,망원1동,CS100003,일식음식점,30,31,1,2,1,7
20222,11440690,망원1동,CS100004,양식음식점,61,64,2,1,3,2
20222,11440690,망원1동,CS100005,제과점,30,34,0,2,4,6
20222,11440690,망원1동,CS100006,패스트푸드점,11,20,1,2,9,10
20222,11440690,망원1동,CS100007,치킨전문점,10,22,0,1,12,5
20222,11440690,망원1동,CS100008,분식전문점,35,42,0,0,7,0
20222,11440690,망원1동,CS100009,호프-간이주점,52,54,2,2,2,4
20222,11440690,망원1동,CS100010,커피-음료,136,148,19,10,12,7
20223,11440690,망원1동,CS100001,한식음식점,148,155,7,6,7,4
20223,11440690,망원1동,CS100002,중식음식점,16,18,0,1,2,6
20223,11440690,망원1동,CS100003,일식음식점,28,29,2,4,1,14
20223,11440690,망원1동,CS100004,양식음식점,59,62,3,5,3,8
20223,11440690,망원1동,CS100005,제과점,31,35,2,1,4,3
20223,11440690,망원1동,CS100006,패스트푸드점,12,22,3,1,10,5
20223,11440690,망원1동,CS100007,치킨전문점,10,22,1,1,12,5
20223,11440690,망원1동,CS100008,분식전문점,33,40,1,3,7,8
20223,11440690,망원1동,CS100009,호프-간이주점,52,54,2,2,2,4
20223,11440690,망원1동,CS100010,커피-음료,144,158,13,3,14,2
20224,11440690,망원1동,CS100001,한식음식점,153,161,12,6,8,4
20224,11440690,망원1동,CS100002,중식음식점,15,19,2,1,4,5
20224,11440690,망원1동,CS100003,일식음식점,32,33,5,1,1,3
20224,11440690,망원1동,CS100004,양식음식점,61,64,4,2,3,3
20224,11440690,망원1동,CS100005,제과점,35,39,4,0,4,0
20224,11440690,망원1동,CS100006,패스트푸드점,12,22,0,0,10,0
20224,11440690,망원1동,CS100007,치킨전문점,12,24,4,2,12,8
20224,11440690,망원1동,CS100008,분식전문점,34,41,2,1,7,2
20224,11440690,망원1동,CS100009,호프-간이주점,51,53,3,4,2,8
20224,11440690,망원1동,CS100010,커피-음료,144,158,6,6,14,4
20231,11440690,망원1동,CS100001,한식음식점,149,158,3,6,9,4
20231,11440690,망원1동,CS100002,중식음식점,15,19,1,1,4,5
20231,11440690,망원1동,CS100003,일식음식점,32,33,1,1,1,3
20231,11440690,망원1동,CS100004,양식음식점,61,64,3,3,3,5
20231,11440690,망원1동,CS100005,제과점,33,37,1,3,4,8
20231,11440690,망원1동,CS100006,패스트푸드점,13,23,1,0,10,0
20231,11440690,망원1동,CS100007,치킨전문점,11,23,0,1,12,4
20231,11440690,망원1동,CS100008,분식전문점,32,39,1,3,7,8
20231,11440690,망원1동,CS100009,호프-간이주점,53,55,3,1,2,2
20231,11440690,망원1동,CS100010,커피-음료,146,160,13,11,14,7
20232,11440690,망원1동,CS100001,한식음식점,148,157,6,7,9,5
20232,11440690,망원1동,CS100002,중식음식점,13,17,0,2,4,12
20232,11440690,망원1동,CS100003,일식음식점,33,34,2,1,1,3
20232,11440690,망원1동,CS100004,양식음식점,61,64,2,2,3,3
20232,11440690,망원1동,CS100005,제과점,32,37,3,3,5,8
20232,11440690,망원1동,CS100006,패스트푸드점,14,24,1,0,10,0
20232,11440690,망원1동,CS100007,치킨전문점,11,23,2,2,12,9
20232,11440690,망원1동,CS100008,분식전문점,30,37,1,3,7,8
20232,11440690,망원1동,CS100009,호프-간이주점,60,62,8,1,2,2
20232,11440690,망원1동,CS100010,커피-음료,151,165,10,5,14,3
20233,11440690,망원1동,CS100001,한식음식점,145,153,5,9,8,6
20233,11440690,망원1동,CS100002,중식음식점,15,19,2,0,4,0
20233,11440690,망원1동,CS100003,일식음식점,33,34,1,1,1,3
20233,11440690,망원1동,CS100004,양식음식점,62,66,5,3,4,5
20233,11440690,망원1동,CS100005,제과점,40,44,9,2,4,5
20233,11440690,망원1동,CS100006,패스트푸드점,15,24,1,1,9,4
20233,11440690,망원1동,CS100007,치킨전문점,11,21,0,2,10,10
20233,11440690,망원1동,CS100008,분식전문점,30,39,2,0,9,0
20233,11440690,망원1동,CS100009,호프-간이주점,58,60,2,4,2,7
20233,11440690,망원1동,CS100010,커피-음료,151,165,9,9,14,6
20234,11440690,망원1동,CS100001,한식음식점,146,154,5,4,8,3
20234,11440690,망원1동,CS100002,중식음식점,15,19,0,0,4,0
20234,11440690,망원1동,CS100003,일식음식점,35,36,2,0,1,0
20234,11440690,망원1동,CS100004,양식음식점,64,68,4,2,4,3
20234,11440690,망원1동,CS100005,제과점,39,41,4,7,2,17
20234,11440690,망원1동,CS100006,패스트푸드점,15,25,1,0,10,0
20234,11440690,망원1동,CS100007,치킨전문점,11,21,0,0,10,0
20234,11440690,망원1동,CS100008,분식전문점,32,39,3,3,7,8
20234,11440690,망원1동,CS100009,호프-간이주점,61,63,4,1,2,2
20234,11440690,망원1동,CS100010,커피-음료,151,165,11,11,14,7
20241,11440690,망원1동,CS100001,한식음식점,152,161,11,4,9,3
20241,11440690,망원1동,CS100002,중식음식점,15,17,0,2,2,12
20241,11440690,망원1동,CS100003,일식음식점,38,39,7,4,1,10
20241,11440690,망원1동,CS100004,양식음식점,63,67,2,3,4,5
20241,11440690,망원1동,CS100005,제과점,41,43,4,2,2,5
20241,11440690,망원1동,CS100006,패스트푸드점,16,25,3,3,9,12
20241,11440690,망원1동,CS100007,치킨전문점,11,23,2,0,12,0
20241,11440690,망원1동,CS100008,분식전문점,34,41,3,1,7,2
20241,11440690,망원1동,CS100009,호프-간이주점,58,60,0,3,2,5
20241,11440690,망원1동,CS100010,커피-음료,147,162,9,12,15,7
20242,11440690,망원1동,CS100001,한식음식점,159,167,9,3,8,2
20242,11440690,망원1동,CS100002,중식음식점,15,17,0,0,2,0
20242,11440690,망원1동,CS100003,일식음식점,37,38,0,1,1,3
20242,11440690,망원1동,CS100004,양식음식점,59,63,2,6,4,10
20242,11440690,망원1동,CS100005,제과점,42,44,2,1,2,2
20242,11440690,망원1동,CS100006,패스트푸드점,16,25,0,0,9,0
20242,11440690,망원1동,CS100007,치킨전문점,11,23,0,0,12,0
20242,11440690,망원1동,CS100008,분식전문점,36,43,2,0,7,0
20242,11440690,망원1동,CS100009,호프-간이주점,56,58,1,3,2,5
20242,11440690,망원1동,CS100010,커피-음료,148,163,10,9,15,6
20243,11440690,망원1동,CS100001,한식음식점,162,168,6,5,6,3
20243,11440690,망원1동,CS100002,중식음식점,15,17,1,1,2,6
20243,11440690,망원1동,CS100003,일식음식점,37,38,1,1,1,3
20243,11440690,망원1동,CS100004,양식음식점,58,62,2,3,4,5
20243,11440690,망원1동,CS100005,제과점,42,44,2,2,2,5
20243,11440690,망원1동,CS100006,패스트푸드점,14,24,2,3,10,13
20243,11440690,망원1동,CS100007,치킨전문점,9,21,0,2,12,10
20243,11440690,망원1동,CS100008,분식전문점,37,43,2,2,6,5
20243,11440690,망원1동,CS100009,호프-간이주점,54,56,1,3,2,5
20243,11440690,망원1동,CS100010,커피-음료,147,162,4,5,15,3
20244,11440690,망원1동,CS100001,한식음식점,166,173,8,3,7,2
20244,11440690,망원1동,CS100002,중식음식점,15,17,1,1,2,6
20244,11440690,망원1동,CS100003,일식음식점,35,36,2,4,1,11
20244,11440690,망원1동,CS100004,양식음식점,60,64,3,1,4,2
20244,11440690,망원1동,CS100005,제과점,45,47,3,0,2,0
20244,11440690,망원1동,CS100006,패스트푸드점,16,26,2,0,10,0
20244,11440690,망원1동,CS100007,치킨전문점,9,20,0,1,11,5
20244,11440690,망원1동,CS100008,분식전문점,39,45,2,0,6,0
20244,11440690,망원1동,CS100009,호프-간이주점,56,58,3,1,2,2
20244,11440690,망원1동,CS100010,커피-음료,145,160,5,7,15,4
20191,11440700,망원2동,CS100001,한식음식점,92,103,8,6,11,6
20191,11440700,망원2동,CS100002,중식음식점,14,14,0,0,0,0
20191,11440700,망원2동,CS100003,일식음식점,7,7,0,1,0,14
20191,11440700,망원2동,CS100004,양식음식점,6,6,0,1,0,17
20191,11440700,망원2동,CS100005,제과점,15,18,3,1,3,6
20191,11440700,망원2동,CS100006,패스트푸드점,7,11,2,0,4,0
20191,11440700,망원2동,CS100007,치킨전문점,7,20,0,0,13,0
20191,11440700,망원2동,CS100008,분식전문점,15,19,0,1,4,5
20191,11440700,망원2동,CS100009,호프-간이주점,26,30,0,1,4,3
20191,11440700,망원2동,CS100010,커피-음료,46,51,3,2,5,4
20192,11440700,망원2동,CS100001,한식음식점,91,102,4,5,11,5
20192,11440700,망원2동,CS100002,중식음식점,14,14,1,1,0,7
20192,11440700,망원2동,CS100003,일식음식점,8,8,1,0,0,0
20192,11440700,망원2동,CS100004,양식음식점,5,5,0,1,0,20
20192,11440700,망원2동,CS100005,제과점,17,20,2,0,3,0
20192,11440700,망원2동,CS100006,패스트푸드점,7,11,0,0,4,0
20192,11440700,망원2동,CS100007,치킨전문점,7,20,0,0,13,0
20192,11440700,망원2동,CS100008,분식전문점,17,21,2,0,4,0
20192,11440700,망원2동,CS100009,호프-간이주점,26,30,0,0,4,0
20192,11440700,망원2동,CS100010,커피-음료,47,52,4,3,5,6
20193,11440700,망원2동,CS100001,한식음식점,93,105,6,3,12,3
20193,11440700,망원2동,CS100002,중식음식점,16,16,2,0,0,0
20193,11440700,망원2동,CS100003,일식음식점,7,7,0,1,0,14
20193,11440700,망원2동,CS100004,양식음식점,4,4,0,1,0,25
20193,11440700,망원2동,CS100005,제과점,16,19,0,1,3,5
20193,11440700,망원2동,CS100006,패스트푸드점,6,10,0,1,4,10
20193,11440700,망원2동,CS100007,치킨전문점,6,19,0,1,13,5
20193,11440700,망원2동,CS100008,분식전문점,16,20,0,1,4,5
20193,11440700,망원2동,CS100009,호프-간이주점,25,29,0,1,4,3
20193,11440700,망원2동,CS100010,커피-음료,51,56,4,0,5,0
20194,11440700,망원2동,CS100001,한식음식점,93,107,4,2,14,2
20194,11440700,망원2동,CS100002,중식음식점,15,15,0,1,0,7
20194,11440700,망원2동,CS100003,일식음식점,5,5,0,2,0,40
20194,11440700,망원2동,CS100004,양식음식점,4,4,0,0,0,0
20194,11440700,망원2동,CS100005,제과점,16,19,0,0,3,0
20194,11440700,망원2동,CS100006,패스트푸드점,6,10,0,0,4,0
20194,11440700,망원2동,CS100007,치킨전문점,6,20,2,1,14,5
20194,11440700,망원2동,CS100008,분식전문점,16,20,1,1,4,5
20194,11440700,망원2동,CS100009,호프-간이주점,26,30,2,1,4,3
20194,11440700,망원2동,CS100010,커피-음료,51,56,2,2,5,4
20201,11440700,망원2동,CS100001,한식음식점,90,104,2,5,14,5
20201,11440700,망원2동,CS100002,중식음식점,14,14,0,1,0,7
20201,11440700,망원2동,CS100003,일식음식점,5,5,0,0,0,0
20201,11440700,망원2동,CS100004,양식음식점,4,4,0,0,0,0
20201,11440700,망원2동,CS100005,제과점,17,20,1,0,3,0
20201,11440700,망원2동,CS100006,패스트푸드점,5,9,0,1,4,11
20201,11440700,망원2동,CS100007,치킨전문점,6,20,0,0,14,0
20201,11440700,망원2동,CS100008,분식전문점,17,21,1,0,4,0
20201,11440700,망원2동,CS100009,호프-간이주점,24,28,1,3,4,11
20201,11440700,망원2동,CS100010,커피-음료,52,56,1,1,4,2
20202,11440700,망원2동,CS100001,한식음식점,91,106,5,3,15,3
20202,11440700,망원2동,CS100002,중식음식점,13,13,0,1,0,8
20202,11440700,망원2동,CS100003,일식음식점,5,5,0,0,0,0
20202,11440700,망원2동,CS100004,양식음식점,4,4,0,0,0,0
20202,11440700,망원2동,CS100005,제과점,17,20,0,0,3,0
20202,11440700,망원2동,CS100006,패스트푸드점,4,9,1,1,5,11
20202,11440700,망원2동,CS100007,치킨전문점,6,20,0,0,14,0
20202,11440700,망원2동,CS100008,분식전문점,17,21,0,0,4,0
20202,11440700,망원2동,CS100009,호프-간이주점,23,27,1,2,4,7
20202,11440700,망원2동,CS100010,커피-음료,54,58,3,1,4,2
20203,11440700,망원2동,CS100001,한식음식점,89,104,4,5,15,5
20203,11440700,망원2동,CS100002,중식음식점,13,13,0,0,0,0
20203,11440700,망원2동,CS100003,일식음식점,5,5,1,1,0,20
20203,11440700,망원2동,CS100004,양식음식점,5,5,1,0,0,0
20203,11440700,망원2동,CS100005,제과점,20,23,3,1,3,4
20203,11440700,망원2동,CS100006,패스트푸드점,4,10,1,0,6,0
20203,11440700,망원2동,CS100007,치킨전문점,6,24,2,1,18,4
20203,11440700,망원2동,CS100008,분식전문점,16,20,0,1,4,5
20203,11440700,망원2동,CS100009,호프-간이주점,25,29,2,1,4,3
20203,11440700,망원2동,CS100010,커피-음료,54,58,5,5,4,9
20204,11440700,망원2동,CS100001,한식음식점,89,104,4,4,15,4
20204,11440700,망원2동,CS100002,중식음식점,13,13,1,1,0,8
20204,11440700,망원2동,CS100003,일식음식점,6,6,1,0,0,0
20204,11440700,망원2동,CS100004,양식음식점,5,5,1,1,0,20
20204,11440700,망원2동,CS100005,제과점,21,25,5,3,4,12
20204,11440700,망원2동,CS100006,패스트푸드점,3,9,0,1,6,11
20204,11440700,망원2동,CS100007,치킨전문점,6,24,0,0,18,0
20204,11440700,망원2동,CS100008,분식전문점,13,17,0,3,4,18
20204,11440700,망원2동,CS100009,호프-간이주점,27,31,2,0,4,0
20204,11440700,망원2동,CS100010,커피-음료,58,63,5,0,5,0
20211,11440700,망원2동,CS100001,한식음식점,88,103,1,2,15,2
20211,11440700,망원2동,CS100002,중식음식점,13,13,1,1,0,8
20211,11440700,망원2동,CS100003,일식음식점,6,6,0,0,0,0
20211,11440700,망원2동,CS100004,양식음식점,5,5,0,0,0,0
20211,11440700,망원2동,CS100005,제과점,18,22,0,3,4,14
20211,11440700,망원2동,CS100006,패스트푸드점,3,9,1,1,6,11
20211,11440700,망원2동,CS100007,치킨전문점,7,23,2,3,16,13
20211,11440700,망원2동,CS100008,분식전문점,14,19,2,0,5,0
20211,11440700,망원2동,CS100009,호프-간이주점,27,31,1,1,4,3
20211,11440700,망원2동,CS100010,커피-음료,57,63,5,5,6,8
20212,11440700,망원2동,CS100001,한식음식점,89,103,7,7,14,7
20212,11440700,망원2동,CS100002,중식음식점,12,12,0,1,0,8
20212,11440700,망원2동,CS100003,일식음식점,8,8,2,0,0,0
20212,11440700,망원2동,CS100004,양식음식점,5,6,1,0,1,0
20212,11440700,망원2동,CS100005,제과점,17,21,0,1,4,5
20212,11440700,망원2동,CS100006,패스트푸드점,5,11,2,0,6,0
20212,11440700,망원2동,CS100007,치킨전문점,7,21,1,3,14,14
20212,11440700,망원2동,CS100008,분식전문점,16,22,3,0,6,0
20212,11440700,망원2동,CS100009,호프-간이주점,26,30,0,1,4,3
20212,11440700,망원2동,CS100010,커피-음료,59,65,3,1,6,2
20213,11440700,망원2동,CS100001,한식음식점,92,107,4,0,15,0
20213,11440700,망원2동,CS100002,중식음식점,12,12,0,0,0,0
20213,11440700,망원2동,CS100003,일식음식점,8,8,0,0,0,0
20213,11440700,망원2동,CS100004,양식음식점,5,6,0,0,1,0
20213,11440700,망원2동,CS100005,제과점,15,19,0,2,4,11
20213,11440700,망원2동,CS100006,패스트푸드점,6,12,1,0,6,0
20213,11440700,망원2동,CS100007,치킨전문점,7,22,2,1,15,5
20213,11440700,망원2동,CS100008,분식전문점,19,25,4,1,6,4
20213,11440700,망원2동,CS100009,호프-간이주점,25,29,0,1,4,3
20213,11440700,망원2동,CS100010,커피-음료,61,69,4,0,8,0
20214,11440700,망원2동,CS100001,한식음식점,94,111,5,1,17,1
20214,11440700,망원2동,CS100002,중식음식점,12,12,0,0,0,0
20214,11440700,망원2동,CS100003,일식음식점,7,7,0,1,0,14
20214,11440700,망원2동,CS100004,양식음식점,5,6,0,0,1,0
20214,11440700,망원2동,CS100005,제과점,16,20,2,1,4,5
20214,11440700,망원2동,CS100006,패스트푸드점,6,12,0,0,6,0
20214,11440700,망원2동,CS100007,치킨전문점,9,23,2,1,14,4
20214,11440700,망원2동,CS100008,분식전문점,19,25,0,0,6,0
20214,11440700,망원2동,CS100009,호프-간이주점,24,28,1,2,4,7
20214,11440700,망원2동,CS100010,커피-음료,67,75,7,1,8,1
20221,11440700,망원2동,CS100001,한식음식점,93,109,2,4,16,4
20221,11440700,망원2동,CS100002,중식음식점,13,13,1,0,0,0
20221,11440700,망원2동,CS100003,일식음식점,7,7,0,0,0,0
20221,11440700,망원2동,CS100004,양식음식점,6,7,1,0,1,0
20221,11440700,망원2동,CS100005,제과점,16,20,0,0,4,0
20221,11440700,망원2동,CS100006,패스트푸드점,6,12,0,0,6,0
20221,11440700,망원2동,CS100007,치킨전문점,9,24,1,0,15,0
20221,11440700,망원2동,CS100008,분식전문점,19,25,0,0,6,0
20221,11440700,망원2동,CS100009,호프-간이주점,22,26,0,2,4,8
20221,11440700,망원2동,CS100010,커피-음료,68,77,3,1,9,1
20222,11440700,망원2동,CS100001,한식음식점,96,112,5,2,16,2
20222,11440700,망원2동,CS100002,중식음식점,13,13,0,0,0,0
20222,11440700,망원2동,CS100003,일식음식점,7,7,2,2,0,29
20222,11440700,망원2동,CS100004,양식음식점,7,8,1,0,1,0
20222,11440700,망원2동,CS100005,제과점,18,22,3,1,4,5
20222,11440700,망원2동,CS100006,패스트푸드점,7,13,1,0,6,0
20222,11440700,망원2동,CS100007,치킨전문점,9,24,0,0,15,0
20222,11440700,망원2동,CS100008,분식전문점,19,25,0,0,6,0
20222,11440700,망원2동,CS100009,호프-간이주점,22,26,0,0,4,0
20222,11440700,망원2동,CS100010,커피-음료,74,83,9,3,9,4
20223,11440700,망원2동,CS100001,한식음식점,94,109,5,8,15,7
20223,11440700,망원2동,CS100002,중식음식점,11,11,0,2,0,18
20223,11440700,망원2동,CS100003,일식음식점,7,7,0,0,0,0
20223,11440700,망원2동,CS100004,양식음식점,7,8,1,1,1,13
20223,11440700,망원2동,CS100005,제과점,18,21,0,1,3,5
20223,11440700,망원2동,CS100006,패스트푸드점,7,12,0,1,5,8
20223,11440700,망원2동,CS100007,치킨전문점,8,22,0,2,14,9
20223,11440700,망원2동,CS100008,분식전문점,17,22,0,3,5,14
20223,11440700,망원2동,CS100009,호프-간이주점,22,25,4,5,3,20
20223,11440700,망원2동,CS100010,커피-음료,77,87,5,1,10,1
20224,11440700,망원2동,CS100001,한식음식점,93,108,5,6,15,6
20224,11440700,망원2동,CS100002,중식음식점,11,11,1,1,0,9
20224,11440700,망원2동,CS100003,일식음식점,8,8,2,1,0,13
20224,11440700,망원2동,CS100004,양식음식점,7,8,0,0,1,0
20224,11440700,망원2동,CS100005,제과점,16,19,0,2,3,11
20224,11440700,망원2동,CS100006,패스트푸드점,7,12,0,0,5,0
20224,11440700,망원2동,CS100007,치킨전문점,7,20,0,2,13,10
20224,11440700,망원2동,CS100008,분식전문점,18,23,1,0,5,0
20224,11440700,망원2동,CS100009,호프-간이주점,23,26,2,1,3,4
20224,11440700,망원2동,CS100010,커피-음료,78,90,8,5,12,6
20231,11440700,망원2동,CS100001,한식음식점,94,109,4,3,15,3
20231,11440700,망원2동,CS100002,중식음식점,11,11,0,0,0,0
20231,11440700,망원2동,CS100003,일식음식점,8,8,0,0,0,0
20231,11440700,망원2동,CS100004,양식음식점,7,8,0,0,1,0
20231,11440700,망원2동,CS100005,제과점,15,18,0,1,3,6
20231,11440700,망원2동,CS100006,패스트푸드점,7,12,0,0,5,0
20231,11440700,망원2동,CS100007,치킨전문점,7,21,1,0,14,0
20231,11440700,망원2동,CS100008,분식전문점,19,23,2,2,4,9
20231,11440700,망원2동,CS100009,호프-간이주점,22,25,0,1,3,4
20231,11440700,망원2동,CS100010,커피-음료,76,89,4,5,13,6
20232,11440700,망원2동,CS100001,한식음식점,95,108,4,5,13,5
20232,11440700,망원2동,CS100002,중식음식점,11,11,0,0,0,0
20232,11440700,망원2동,CS100003,일식음식점,7,7,0,1,0,14
20232,11440700,망원2동,CS100004,양식음식점,8,9,1,0,1,0
20232,11440700,망원2동,CS100005,제과점,14,17,0,1,3,6
20232,11440700,망원2동,CS100006,패스트푸드점,6,12,1,1,6,8
20232,11440700,망원2동,CS100007,치킨전문점,8,22,1,0,14,0
20232,11440700,망원2동,CS100008,분식전문점,17,21,3,5,4,24
20232,11440700,망원2동,CS100009,호프-간이주점,21,24,2,3,3,13
20232,11440700,망원2동,CS100010,커피-음료,78,91,8,6,13,7
20233,11440700,망원2동,CS100001,한식음식점,97,109,3,2,12,2
20233,11440700,망원2동,CS100002,중식음식점,12,12,1,0,0,0
20233,11440700,망원2동,CS100003,일식음식점,9,9,2,0,0,0
20233,11440700,망원2동,CS100004,양식음식점,8,9,0,0,1,0
20233,11440700,망원2동,CS100005,제과점,16,19,2,0,3,0
20233,11440700,망원2동,CS100006,패스트푸드점,7,13,1,0,6,0
20233,11440700,망원2동,CS100007,치킨전문점,7,21,0,1,14,5
20233,11440700,망원2동,CS100008,분식전문점,17,21,0,0,4,0
20233,11440700,망원2동,CS100009,호프-간이주점,22,25,1,0,3,0
20233,11440700,망원2동,CS100010,커피-음료,78,90,1,2,12,2
20234,11440700,망원2동,CS100001,한식음식점,94,106,0,3,12,3
20234,11440700,망원2동,CS100002,중식음식점,12,12,0,0,0,0
20234,11440700,망원2동,CS100003,일식음식점,9,9,0,0,0,0
20234,11440700,망원2동,CS100004,양식음식점,8,9,0,0,1,0
20234,11440700,망원2동,CS100005,제과점,15,18,0,1,3,6
20234,11440700,망원2동,CS100006,패스트푸드점,7,13,0,0,6,0
20234,11440700,망원2동,CS100007,치킨전문점,7,21,0,0,14,0
20234,11440700,망원2동,CS100008,분식전문점,16,20,0,1,4,5
20234,11440700,망원2동,CS100009,호프-간이주점,22,25,0,0,3,0
20234,11440700,망원2동,CS100010,커피-음료,79,91,6,5,12,6
20241,11440700,망원2동,CS100001,한식음식점,95,107,7,6,12,6
20241,11440700,망원2동,CS100002,중식음식점,12,12,0,0,0,0
20241,11440700,망원2동,CS100003,일식음식점,11,11,2,0,0,0
20241,11440700,망원2동,CS100004,양식음식점,8,9,0,0,1,0
20241,11440700,망원2동,CS100005,제과점,14,17,0,1,3,6
20241,11440700,망원2동,CS100006,패스트푸드점,7,13,1,1,6,8
20241,11440700,망원2동,CS100007,치킨전문점,7,21,0,0,14,0
20241,11440700,망원2동,CS100008,분식전문점,17,22,3,1,5,5
20241,11440700,망원2동,CS100009,호프-간이주점,23,26,1,0,3,0
20241,11440700,망원2동,CS100010,커피-음료,76,86,3,8,10,9
20242,11440700,망원2동,CS100001,한식음식점,101,114,11,4,13,4
20242,11440700,망원2동,CS100002,중식음식점,12,12,1,1,0,8
20242,11440700,망원2동,CS100003,일식음식점,9,9,0,2,0,22
20242,11440700,망원2동,CS100004,양식음식점,9,10,1,0,1,0
20242,11440700,망원2동,CS100005,제과점,13,16,1,2,3,13
20242,11440700,망원2동,CS100006,패스트푸드점,8,14,1,0,6,0
20242,11440700,망원2동,CS100007,치킨전문점,7,21,0,0,14,0
20242,11440700,망원2동,CS100008,분식전문점,17,22,0,0,5,0
20242,11440700,망원2동,CS100009,호프-간이주점,23,26,0,0,3,0
20242,11440700,망원2동,CS100010,커피-음료,74,84,4,6,10,7
20243,11440700,망원2동,CS100001,한식음식점,104,116,4,2,12,2
20243,11440700,망원2동,CS100002,중식음식점,11,11,1,2,0,18
20243,11440700,망원2동,CS100003,일식음식점,9,9,0,0,0,0
20243,11440700,망원2동,CS100004,양식음식점,9,10,1,1,1,10
20243,11440700,망원2동,CS100005,제과점,13,16,0,0,3,0
20243,11440700,망원2동,CS100006,패스트푸드점,7,13,0,1,6,8
20243,11440700,망원2동,CS100007,치킨전문점,4,18,0,3,14,17
20243,11440700,망원2동,CS100008,분식전문점,18,23,2,1,5,4
20243,11440700,망원2동,CS100009,호프-간이주점,23,27,1,0,4,0
20243,11440700,망원2동,CS100010,커피-음료,71,80,1,5,9,6
20244,11440700,망원2동,CS100001,한식음식점,104,116,4,4,12,3
20244,11440700,망원2동,CS100002,중식음식점,11,11,0,0,0,0
20244,11440700,망원2동,CS100003,일식음식점,10,10,1,0,0,0
20244,11440700,망원2동,CS100004,양식음식점,10,11,1,0,1,0
20244,11440700,망원2동,CS100005,제과점,14,17,2,1,3,6
20244,11440700,망원2동,CS100006,패스트푸드점,7,13,0,0,6,0
20244,11440700,망원2동,CS100007,치킨전문점,4,17,1,2,13,12
20244,11440700,망원2동,CS100008,분식전문점,18,23,1,1,5,4
20244,11440700,망원2동,CS100009,호프-간이주점,22,26,0,1,4,4
20244,11440700,망원2동,CS100010,커피-음료,68,76,3,7,8,9
20191,11440740,상암동,CS100001,한식음식점,243,299,18,17,56,6
20191,11440740,상암동,CS100002,중식음식점,24,29,2,0,5,0
20191,11440740,상암동,CS100003,일식음식점,56,63,7,8,7,13
20191,11440740,상암동,CS100004,양식음식점,34,41,4,5,7,12
20191,11440740,상암동,CS100005,제과점,17,27,2,2,10,7
20191,11440740,상암동,CS100006,패스트푸드점,11,26,1,1,15,4
20191,11440740,상암동,CS100007,치킨전문점,10,23,0,0,13,0
20191,11440740,상암동,CS100008,분식전문점,31,46,2,8,15,17
20191,11440740,상암동,CS100009,호프-간이주점,46,55,2,0,9,0
20191,11440740,상암동,CS100010,커피-음료,104,145,11,6,41,4
20192,11440740,상암동,CS100001,한식음식점,245,302,17,14,57,5
20192,11440740,상암동,CS100002,중식음식점,27,32,3,0,5,0
20192,11440740,상암동,CS100003,일식음식점,52,59,3,7,7,12
20192,11440740,상암동,CS100004,양식음식점,34,40,3,4,6,10
20192,11440740,상암동,CS100005,제과점,20,30,5,2,10,7
20192,11440740,상암동,CS100006,패스트푸드점,11,26,1,1,15,4
20192,11440740,상암동,CS100007,치킨전문점,10,25,2,0,15,0
20192,11440740,상암동,CS100008,분식전문점,31,46,2,2,15,4
20192,11440740,상암동,CS100009,호프-간이주점,50,59,4,0,9,0
20192,11440740,상암동,CS100010,커피-음료,110,149,11,7,39,5
20193,11440740,상암동,CS100001,한식음식점,238,295,20,27,57,9
20193,11440740,상암동,CS100002,중식음식점,29,36,4,0,7,0
20193,11440740,상암동,CS100003,일식음식점,51,59,4,4,8,7
20193,11440740,상암동,CS100004,양식음식점,33,39,2,3,6,8
20193,11440740,상암동,CS100005,제과점,18,28,1,3,10,11
20193,11440740,상암동,CS100006,패스트푸드점,12,30,4,0,18,0
20193,11440740,상암동,CS100007,치킨전문점,11,25,1,1,14,4
20193,11440740,상암동,CS100008,분식전문점,31,46,4,4,15,9
20193,11440740,상암동,CS100009,호프-간이주점,50,58,2,3,8,5
20193,11440740,상암동,CS100010,커피-음료,109,150,6,5,41,3
20194,11440740,상암동,CS100001,한식음식점,250,307,29,17,57,6
20194,11440740,상암동,CS100002,중식음식점,30,38,5,3,8,8
20194,11440740,상암동,CS100003,일식음식점,48,56,2,5,8,9
20194,11440740,상암동,CS100004,양식음식점,30,36,2,5,6,14
20194,11440740,상암동,CS100005,제과점,17,25,1,4,8,16
20194,11440740,상암동,CS100006,패스트푸드점,13,31,3,2,18,7
20194,11440740,상암동,CS100007,치킨전문점,12,26,1,0,14,0
20194,11440740,상암동,CS100008,분식전문점,31,47,4,3,16,6
20194,11440740,상암동,CS100009,호프-간이주점,52,59,3,2,7,3
20194,11440740,상암동,CS100010,커피-음료,113,153,10,7,40,5
20201,11440740,상암동,CS100001,한식음식점,260,319,28,16,59,5
